"Status","URL","Redirected to","Link Text","On Page","Time stamp"
"404 not found","http://docs.brightcove.com/en/video-cloud/analytics-api/video-view-tracking.html","","Data Collection API","http://docs.brightcove.com/en/video-cloud/analytics-api/samples/data-collection/data-collection.html","Jan 24, 2016, 10:54:54 AM"
"404 not found","https://edge.api.brightcove.com/playback/v1","","https://edge.api.brightcove.com/playback/v1","http://docs.brightcove.com/en/video-cloud/mobile-sdks/brightcove-player-sdk-for-ios/reference/current/Classes/BCOVPlaybackServiceRequestFactory.html","Jan 24, 2016, 10:54:56 AM"
"404 not found","https://edge.api.brightcove.com/playback/v1","","https://edge.api.brightcove.com/playback/v1","http://docs.brightcove.com/en/video-cloud/mobile-sdks/brightcove-player-sdk-for-ios/reference/current/Classes/BCOVPlaybackServiceRequestFactory.html","Jan 24, 2016, 10:54:56 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html-track-element.js","","html-track-element.js line number: 11","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api/html-track-element.html","Jan 24, 2016, 10:56:07 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html-track-element.js","","html-track-element.js line number: 11","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html-track-element.html","Jan 24, 2016, 10:56:07 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html-track-element.js","","html-track-element.js line number: 11","http://docs.brightcove.com/en/video-cloud//brightcove-player/reference/api/html-track-element.html","Jan 24, 2016, 10:56:07 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/captions-button.js","","src/js/captions-button.js line number: 24","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/captions-button.js","","src/js/captions-button.js line number: 55","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/captions-button.js","","src/js/captions-button.js line number: 34","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 98","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 61","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 150","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/captions-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 98","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 150","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 110","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 98","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 61","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 150","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 98","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 61","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 150","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 98","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 142","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 129","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 171","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 196","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 210","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-button.js","","src/js/menu-button.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/caption-settings-menu-item.js","","src/js/caption-settings-menu-item.js line number: 30","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/caption-settings-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-menu-item.js","","src/js/text-track-menu-item.js line number: 95","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/caption-settings-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-menu-item.js","","src/js/text-track-menu-item.js line number: 67","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/off-text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-menu-item.js","","src/js/text-track-menu-item.js line number: 67","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-menu-item.js","","src/js/text-track-menu-item.js line number: 95","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/caption-settings-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/caption-settings-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 38","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/off-text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/off-text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu-item.js","","src/js/menu-item.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/chapters-button.js","","src/js/chapters-button.js line number: 32","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/chapters-button.js","","src/js/chapters-button.js line number: 42","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/chapters-button.js","","src/js/chapters-button.js line number: 69","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/chapters-track-menu-item.js","","src/js/chapters-track-menu-item.js line number: 33","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/chapters-track-menu-item.js","","src/js/chapters-track-menu-item.js line number: 44","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/chapters-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/control-bar.js","","src/js/control-bar.js line number: 32","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/control-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/current-time-display.js","","src/js/current-time-display.js line number: 24","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/current-time-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/current-time-display.js","","src/js/current-time-display.js line number: 48","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/current-time-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/custom-control-spacer.js","","src/js/custom-control-spacer.js line number: 15","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/custom-control-spacer.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/custom-control-spacer.js","","src/js/custom-control-spacer.js line number: 25","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/custom-control-spacer.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/duration-display.js","","src/js/duration-display.js line number: 30","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/duration-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/duration-display.js","","src/js/duration-display.js line number: 54","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/duration-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 271","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 63","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 219","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 203","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 297","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 232","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 130","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 118","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 241","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 257","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 183","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 250","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 155","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 139","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/flash.js","","src/js/flash.js line number: 285","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 412","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 394","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 146","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 215","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 316","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 246","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 509","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 293","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 77","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
