"Status","URL","Redirected to","Link Text","On Page","Time stamp"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 178","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 166","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 127","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 267","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 488","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 383","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 372","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 437","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 239","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 202","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 156","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 361","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 190","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 103","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/flash.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 146","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 316","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 509","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 293","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 77","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 178","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 166","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 127","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 267","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 488","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 383","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 372","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 453","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 202","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 156","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 190","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 103","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 412","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 394","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 136","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 146","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 215","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 316","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 246","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 509","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 293","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 91","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 77","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 178","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 166","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 127","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 267","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 488","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 383","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 372","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 437","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 239","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 283","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 453","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 202","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 156","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 361","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 190","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/tech.js","","src/js/tech.js line number: 103","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/tech.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/fullscreen-toggle.js","","src/js/fullscreen-toggle.js line number: 15","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/fullscreen-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/fullscreen-toggle.js","","src/js/fullscreen-toggle.js line number: 25","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/fullscreen-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 736","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 718","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 547","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 338","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 563","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 121","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 501","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 307","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 629","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 93","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 330","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 621","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 413","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 595","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 447","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 388","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 483","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 579","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 364","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 664","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 292","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 299","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 285","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 639","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 515","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 531","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 677","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 779","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 492","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 611","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 603","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 555","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 571","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 315","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 587","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 372","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 656","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 539","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 472","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 356","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 456","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 396","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 708","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 700","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 692","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 348","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/html5.js","","src/js/html5.js line number: 380","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/html5.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/live-display.js","","src/js/live-display.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/live-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/load-progress-bar.js","","src/js/load-progress-bar.js line number: 22","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/load-progress-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/load-progress-bar.js","","src/js/load-progress-bar.js line number: 35","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/load-progress-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu.js","","src/js/menu.js line number: 18","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/menu.js","","src/js/menu.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/menu.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/mouse-time-display.js","","src/js/mouse-time-display.js line number: 31","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/mouse-time-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 49","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 30","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 59","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 90","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 111","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 121","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 80","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 148","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
